subject,condition,block,group,item,word,phoneme,accuracy,raw_rt
36,target2,block1,7,32,cap,no,1,1408
36,target2,block1,7,33,map,no,1,1251
36,target1,block1,7,34,worth,th,0,2202
36,filler,block1,7,35,guest,guest,1,1605
36,target2,block1,8,36,battle,no,1,1717
36,target1,block1,8,37,sigh,s,1,2324
36,target1,block1,8,38,think,th,0,1157
36,target2,block1,8,39,pot,o,1,1611
36,filler,block1,8,40,dental,dental,1,1737
37,target1,block1,1,1,thought,th,1,3773
37,target2,block1,1,2,black,no,1,1655
37,target2,block1,1,3,bottle,o,1,2086
37,target1,block1,1,4,think,th,1,1987
37,filler,block1,1,5,fell,fell,1,2973
37,target1,block1,2,6,theme,th,1,1743
37,target2,block1,2,7,faster,no,1,2058
37,target1,block1,2,8,worth,th,1,2921
37,target2,block1,2,9,band,no,1,1409
37,filler,block1,2,10,leak,leak,1,2521
37,target2,block1,3,11,cop,o,1,1784
37,target1,block1,3,12,path,th,0,1034
37,target2,block1,3,13,pat,no,1,1893
37,target1,block1,3,14,sigh,s,0,3242
37,filler,block1,3,15,tick,tick,1,1523
37,target1,block1,4,16,growth,th,0,2232
37,target2,block1,4,17,bad,no,0,1823
37,target2,block1,4,18,mop,o,1,1779
37,target1,block1,4,19,miss,s,0,3375
37,filler,block1,4,20,core,core,1,1277
37,target2,block1,5,21,faster,no,0,4255
37,target1,block1,5,22,seem,s,1,2224
37,target1,block1,5,23,path,th,1,999
37,target2,block1,5,24,block,o,1,4366
37,filler,block1,5,25,tear,tear,1,1495
37,target1,block1,6,26,growth,th,1,912
37,target2,block1,6,27,bond,o,1,1038
37,target2,block1,6,28,bad,no,1,817
37,target1,block1,6,29,miss,s,1,2812
37,filler,block1,6,30,male,male,1,1787
37,target1,block1,7,31,sought,s,1,1866
37,target2,block1,7,32,cap,no,1,1593
37,target2,block1,7,33,map,no,1,801
37,target1,block1,7,34,worth,th,0,2333
37,filler,block1,7,35,guest,guest,1,1075
37,target2,block1,8,36,battle,no,1,753
37,target1,block1,8,37,sigh,s,1,2618
37,target1,block1,8,38,think,th,0,1317
37,target2,block1,8,39,pot,o,1,2015
37,filler,block1,8,40,dental,dental,1,1391
1,target2,block2,9,41,black,no,1,798
1,target1,block2,9,42,think,th,0,1554
1,target2,block2,9,43,foster,o,1,973
1,target1,block2,9,44,path,th,1,593
1,filler,block2,9,45,buy,buy,1,866
1,target1,block2,10,46,growth,th,0,1671
1,target2,block2,10,47,pot,o,1,698
1,target2,block2,10,48,bond,o,1,718
1,target1,block2,10,49,worth,th,1,1031
1,filler,block2,10,50,near,near,1,948
1,target1,block2,11,51,seem,s,1,649
1,target2,block2,11,52,bad,no,1,818
1,target1,block2,11,53,sigh,s,1,629
1,target2,block2,11,54,cap,no,0,566
1,filler,block2,11,55,tense,tense,1,917
1,target2,block2,12,56,battle,no,0,658
1,target1,block2,12,57,myth,th,0,1790
1,target2,block2,12,58,mop,o,1,540
1,target1,block2,12,59,thought,th,1,1751
1,filler,block2,12,60,peach,peach,1,741
1,target2,block2,13,61,faster,no,1,763
1,target1,block2,13,62,worse,s,1,1426
1,target2,block2,13,63,band,no,1,781
1,target1,block2,13,64,growth,th,1,1145
1,filler,block2,13,65,cheek,cheek,1,1489
1,target2,block2,14,66,pat,no,1,902
1,target1,block2,14,67,think,th,1,902
1,target1,block2,14,68,sought,s,1,1359
1,target2,block2,14,69,cap,no,1,710
1,filler,block2,14,70,fool,fool,1,1116
1,target1,block2,15,71,path,th,0,840
1,target2,block2,15,72,map,no,1,845
1,target2,block2,15,73,bad,no,0,544
1,target1,block2,15,74,thigh,th,1,699
1,filler,block2,15,75,money,money,1,800
1,target1,block2,16,76,myth,th,1,789
1,target2,block2,16,77,battle,no,1,870
1,target2,block2,16,78,block,o,1,766
1,target1,block2,16,79,theme,th,1,975
1,filler,block2,16,80,devise,devise,1,756
2,target2,block2,9,41,black,no,1,934
2,target1,block2,9,42,sink,s,1,923
2,target2,block2,9,43,foster,o,1,1323
2,target1,block2,9,44,path,th,1,993
2,filler,block2,9,45,buy,buy,1,1431
2,target1,block2,10,46,gross,s,1,1244
2,target2,block2,10,47,pot,o,1,1449
2,target2,block2,10,48,bond,o,1,1263
2,target1,block2,10,49,worth,th,1,1084
2,filler,block2,10,50,near,near,1,806
2,target1,block2,11,51,seem,s,1,953
2,target2,block2,11,52,bad,no,1,1263
2,target1,block2,11,53,sigh,s,1,1273
2,target2,block2,11,54,cap,no,0,2535
2,filler,block2,11,55,tense,tense,1,1124
2,target2,block2,12,56,battle,no,0,1269
2,target1,block2,12,57,miss,s,1,1103
2,target2,block2,12,58,map,no,0,1263
2,target1,block2,12,59,thought,th,1,733
2,filler,block2,12,60,peach,peach,1,1073
2,target2,block2,13,61,faster,no,1,592
2,target1,block2,13,62,worse,s,1,1043
2,target2,block2,13,63,band,no,1,913
2,target1,block2,13,64,growth,th,1,843
2,filler,block2,13,65,cheek,cheek,1,2389
2,target2,block2,14,66,pat,no,1,673
2,target1,block2,14,67,think,th,1,932
2,target1,block2,14,68,sought,s,1,944
2,target2,block2,14,69,cap,no,1,795
2,filler,block2,14,70,fool,fool,1,1024
2,target1,block2,15,71,pass,s,1,1093
2,target2,block2,15,72,map,no,1,762
2,target2,block2,15,73,bod,o,1,885
2,target1,block2,15,74,thigh,th,1,683
2,filler,block2,15,75,money,money,1,1043
2,target1,block2,16,76,myth,th,1,1501
2,target2,block2,16,77,battle,no,1,873
2,target2,block2,16,78,block,o,1,1494
2,target1,block2,16,79,theme,th,1,825
2,filler,block2,16,80,revise,revise,0,914
3,target2,block2,9,41,black,no,1,908
3,target1,block2,9,42,think,th,0,809
3,target2,block2,9,43,foster,o,1,819
3,target1,block2,9,44,pass,s,0,1525
3,filler,block2,9,45,buy,buy,1,1201
3,target1,block2,10,46,growth,th,0,873
3,target2,block2,10,47,pot,o,1,2020
3,target2,block2,10,48,bond,o,1,942
3,target1,block2,10,49,worth,th,1,2300
3,filler,block2,10,50,near,near,1,651
3,target1,block2,11,51,seem,s,1,653
3,target2,block2,11,52,bad,no,1,590
3,target1,block2,11,53,sigh,s,1,640
3,target2,block2,11,54,cap,no,0,717
3,filler,block2,11,55,tense,tense,1,693
3,target2,block2,12,56,bottle,o,1,1553
3,target1,block2,12,57,myth,th,0,2686
3,target2,block2,12,58,mop,o,1,2760
3,target1,block2,12,59,sought,s,0,5204
3,filler,block2,12,60,teach,teach,0,1261
3,target2,block2,13,61,faster,no,1,852
3,target1,block2,13,62,worth,th,0,2476
3,target2,block2,13,63,band,no,1,619
3,target1,block2,13,64,growth,th,1,828
3,filler,block2,13,65,cheek,cheek,1,997
3,target2,block2,14,66,pat,no,1,991
3,target1,block2,14,67,think,th,1,1507
3,target1,block2,14,68,thought,th,0,2873
3,target2,block2,14,69,cap,no,1,528
3,filler,block2,14,70,fool,fool,1,1172
3,target1,block2,15,71,path,th,0,1579
3,target2,block2,15,72,map,no,1,812
3,target2,block2,15,73,bod,o,1,894
3,target1,block2,15,74,sigh,s,0,1646
3,filler,block2,15,75,money,money,1,1211
3,target1,block2,16,76,myth,th,1,1213
3,target2,block2,16,77,battle,no,1,846
3,target2,block2,16,78,block,o,1,475
3,target1,block2,16,79,theme,th,1,544
3,filler,block2,16,80,devise,devise,1,829
4,target2,block2,9,41,black,no,1,888
4,target1,block2,9,42,sink,s,1,2793
4,target2,block2,9,43,foster,o,1,1622
4,target1,block2,9,44,path,th,1,653
4,filler,block2,9,45,buy,buy,1,771
4,target1,block2,10,46,growth,th,0,1098
4,target2,block2,10,47,pot,o,1,1137
4,target2,block2,10,48,bond,o,1,733
4,target1,block2,10,49,worse,s,0,794
4,filler,block2,10,50,near,near,1,682
4,target1,block2,11,51,seem,s,1,1232
4,target2,block2,11,52,bad,no,1,971
4,target1,block2,11,53,sigh,s,1,827
4,target2,block2,11,54,cop,o,1,514
4,filler,block2,11,55,tense,tense,1,2496
4,target2,block2,12,56,bottle,o,1,802
4,target1,block2,12,57,miss,s,1,1326
4,target2,block2,12,58,mop,o,1,1050
4,target1,block2,12,59,thought,th,1,693
4,filler,block2,12,60,peach,peach,1,690
4,target2,block2,13,61,faster,no,1,668
4,target1,block2,13,62,worth,th,0,676
4,target2,block2,13,63,band,no,1,1019
4,target1,block2,13,64,growth,th,1,598
4,filler,block2,13,65,cheek,cheek,1,3133
4,target2,block2,14,66,pat,no,1,787
4,target1,block2,14,67,think,th,1,721
4,target1,block2,14,68,sought,s,1,1061
4,target2,block2,14,69,cap,no,1,600
4,filler,block2,14,70,fool,fool,1,1165
4,target1,block2,15,71,pass,s,1,662
4,target2,block2,15,72,map,no,1,729
4,target2,block2,15,73,bod,o,1,1155
4,target1,block2,15,74,thigh,th,1,692
4,filler,block2,15,75,money,money,1,844
4,target1,block2,16,76,myth,th,1,576
4,target2,block2,16,77,battle,no,1,1119
4,target2,block2,16,78,block,o,1,774
4,target1,block2,16,79,theme,th,1,510
4,filler,block2,16,80,devise,devise,1,1205
5,target2,block2,9,41,black,no,1,1430
5,target1,block2,9,42,sink,s,1,1488
5,target2,block2,9,43,foster,o,1,1170
5,target1,block2,9,44,path,th,1,1135
5,filler,block2,9,45,buy,buy,1,809
5,target1,block2,10,46,gross,s,1,1394
5,target2,block2,10,47,pot,o,1,1929
5,target2,block2,10,48,bond,o,1,1100
5,target1,block2,10,49,worse,s,0,564
5,filler,block2,10,50,near,near,1,875
5,target1,block2,11,51,seem,s,1,1306
5,target2,block2,11,52,bad,no,1,805
5,target1,block2,11,53,sigh,s,1,1296
5,target2,block2,11,54,cop,o,1,725
5,filler,block2,11,55,tense,tense,1,1636
5,target2,block2,12,56,bottle,o,1,2612
5,target1,block2,12,57,miss,s,1,617
5,target2,block2,12,58,mop,o,1,655
5,target1,block2,12,59,thought,th,1,723
5,filler,block2,12,60,peach,peach,1,1139
5,target2,block2,13,61,faster,no,1,561
5,target1,block2,13,62,worse,s,1,692
5,target2,block2,13,63,band,no,1,678
5,target1,block2,13,64,growth,th,1,667
5,filler,block2,13,65,cheek,cheek,1,1443
5,target2,block2,14,66,pat,no,1,557
5,target1,block2,14,67,think,th,1,722
5,target1,block2,14,68,sought,s,1,1322
5,target2,block2,14,69,cap,no,1,598
5,filler,block2,14,70,fool,fool,1,1033
5,target1,block2,15,71,pass,s,1,587
5,target2,block2,15,72,map,no,1,645
5,target2,block2,15,73,bod,o,1,1272
5,target1,block2,15,74,thigh,th,1,640
5,filler,block2,15,75,money,money,1,1110
5,target1,block2,16,76,myth,th,1,966
5,target2,block2,16,77,battle,no,1,1120
5,target2,block2,16,78,block,o,1,1016
5,target1,block2,16,79,theme,th,1,581
5,filler,block2,16,80,devise,devise,1,908
6,target2,block2,9,41,black,no,1,1149
6,target1,block2,9,42,think,th,0,1301
6,target2,block2,9,43,foster,o,1,871
6,target1,block2,9,44,path,th,1,1612
6,filler,block2,9,45,buy,buy,1,901
6,target1,block2,10,46,gross,s,1,852
6,target2,block2,10,47,pot,o,1,701
6,target2,block2,10,48,bond,o,1,1162
6,target1,block2,10,49,worth,th,1,962
6,filler,block2,10,50,near,near,1,726
6,target1,block2,11,51,seem,s,1,861
6,target2,block2,11,52,bad,no,1,702
6,target1,block2,11,53,sigh,s,1,652
6,target2,block2,11,54,cap,no,0,642
6,filler,block2,11,55,tense,tense,1,1072
6,target2,block2,12,56,bottle,o,1,1011
6,target1,block2,12,57,myth,th,0,2100
6,target2,block2,12,58,map,no,0,946
6,target1,block2,12,59,thought,th,1,800
6,filler,block2,12,60,peach,peach,1,751
6,target2,block2,13,61,faster,no,1,731
6,target1,block2,13,62,worth,th,0,1461
6,target2,block2,13,63,band,no,1,1132
6,target1,block2,13,64,growth,th,1,1181
6,filler,block2,13,65,cheek,cheek,1,1980
6,target2,block2,14,66,pat,no,1,600
6,target1,block2,14,67,think,th,1,600
6,target1,block2,14,68,thought,th,0,1341
6,target2,block2,14,69,cap,no,1,2761
6,filler,block2,14,70,fool,fool,1,1301
6,target1,block2,15,71,path,th,0,2097
6,target2,block2,15,72,map,no,1,741
6,target2,block2,15,73,bod,o,1,731
6,target1,block2,15,74,sigh,s,0,1080
6,filler,block2,15,75,money,money,1,672
6,target1,block2,16,76,myth,th,1,701
6,target2,block2,16,77,battle,no,1,611
6,target2,block2,16,78,block,o,1,701
6,target1,block2,16,79,theme,th,1,771
6,filler,block2,16,80,devise,devise,1,1411
7,target2,block2,9,41,black,no,1,1113
7,target1,block2,9,42,sink,s,1,1151
7,target2,block2,9,43,foster,o,1,1007
7,target1,block2,9,44,path,th,1,1918
7,filler,block2,9,45,buy,buy,1,1508
7,target1,block2,10,46,growth,th,0,1496
7,target2,block2,10,47,pot,o,1,1019
7,target2,block2,10,48,bond,o,1,594
7,target1,block2,10,49,worth,th,1,1750
7,filler,block2,10,50,near,near,1,1065
7,target1,block2,11,51,seem,s,1,999
7,target2,block2,11,52,bad,no,1,723
7,target1,block2,11,53,sigh,s,1,615
7,target2,block2,11,54,cap,no,0,584
7,filler,block2,11,55,tense,tense,1,1507
7,target2,block2,12,56,bottle,o,1,1013
7,target1,block2,12,57,miss,s,1,704
7,target2,block2,12,58,mop,o,1,684
7,target1,block2,12,59,thought,th,1,638
7,filler,block2,12,60,peach,peach,1,1157
7,target2,block2,13,61,faster,no,1,762
7,target1,block2,13,62,worth,th,0,2049
7,target2,block2,13,63,band,no,1,910
7,target1,block2,13,64,growth,th,1,1007
7,filler,block2,13,65,cheek,cheek,1,1768
7,target2,block2,14,66,pat,no,1,546
7,target1,block2,14,67,think,th,1,538
7,target1,block2,14,68,thought,th,0,1484
7,target2,block2,14,69,cap,no,1,724
7,filler,block2,14,70,fool,fool,1,1278
7,target1,block2,15,71,path,th,0,1442
7,target2,block2,15,72,map,no,1,1259
7,target2,block2,15,73,bod,o,1,1501
7,target1,block2,15,74,thigh,th,1,648
7,filler,block2,15,75,money,money,1,963
7,target1,block2,16,76,myth,th,1,1127
7,target2,block2,16,77,battle,no,1,724
7,target2,block2,16,78,block,o,1,863
7,target1,block2,16,79,theme,th,1,1520
7,filler,block2,16,80,devise,devise,1,1262
8,target2,block2,9,41,black,no,1,1023
8,target1,block2,9,42,sink,s,1,834
8,target2,block2,9,43,foster,o,1,952
8,target1,block2,9,44,path,th,1,856
8,filler,block2,9,45,buy,buy,1,1009
8,target1,block2,10,46,gross,s,1,919
8,target2,block2,10,47,pot,o,1,816
8,target2,block2,10,48,bond,o,1,1322
8,target1,block2,10,49,worth,th,1,1198
8,filler,block2,10,50,near,near,1,854
8,target1,block2,11,51,seem,s,1,689
8,target2,block2,11,52,bad,no,1,892
8,target1,block2,11,53,sigh,s,1,804
8,target2,block2,11,54,cop,o,1,1049
8,filler,block2,11,55,tense,tense,1,928
8,target2,block2,12,56,battle,no,0,1568
8,target1,block2,12,57,miss,s,1,716
8,target2,block2,12,58,mop,o,1,808
8,target1,block2,12,59,thought,th,1,870
8,filler,block2,12,60,peach,peach,1,978
8,target2,block2,13,61,faster,no,1,844
8,target1,block2,13,62,worse,s,1,700
8,target2,block2,13,63,band,no,1,727
8,target1,block2,13,64,growth,th,1,765
8,filler,block2,13,65,cheek,cheek,1,1662
8,target2,block2,14,66,pat,no,1,1229
8,target1,block2,14,67,think,th,1,683
8,target1,block2,14,68,thought,th,0,1897
8,target2,block2,14,69,cap,no,1,1304
8,filler,block2,14,70,fool,fool,1,1069
8,target1,block2,15,71,pass,s,1,1246
8,target2,block2,15,72,map,no,1,1005
8,target2,block2,15,73,bad,no,0,1380
8,target1,block2,15,74,thigh,th,1,1195
8,filler,block2,15,75,money,money,1,863
8,target1,block2,16,76,myth,th,1,1162
8,target2,block2,16,77,battle,no,1,947
8,target2,block2,16,78,block,o,1,721
8,target1,block2,16,79,theme,th,1,839
8,filler,block2,16,80,devise,devise,1,842
9,target2,block2,9,41,black,no,1,1476
9,target1,block2,9,42,sink,s,1,1127
9,target2,block2,9,43,foster,o,1,999
9,target1,block2,9,44,path,th,1,1028
9,filler,block2,9,45,buy,buy,1,1249
9,target1,block2,10,46,gross,s,1,1013
9,target2,block2,10,47,pot,o,1,992
9,target2,block2,10,48,bond,o,1,912
9,target1,block2,10,49,worth,th,1,972
9,filler,block2,10,50,near,near,1,978
9,target1,block2,11,51,seem,s,1,1561
9,target2,block2,11,52,bad,no,1,1381
9,target1,block2,11,53,sigh,s,1,1388
9,target2,block2,11,54,cop,o,1,1530
9,filler,block2,11,55,tense,tense,1,1691
9,target2,block2,12,56,bottle,o,1,1880
9,target1,block2,12,57,miss,s,1,758
9,target2,block2,12,58,mop,o,1,1121
9,target1,block2,12,59,thought,th,1,1498
9,filler,block2,12,60,peach,peach,1,1167
9,target2,block2,13,61,faster,no,1,1274
9,target1,block2,13,62,worse,s,1,1514
9,target2,block2,13,63,band,no,1,1458
9,target1,block2,13,64,growth,th,1,937
9,filler,block2,13,65,cheek,cheek,1,1912
9,target2,block2,14,66,pat,no,1,889
9,target1,block2,14,67,think,th,1,868
9,target1,block2,14,68,sought,s,1,3926
9,target2,block2,14,69,cap,no,1,954
9,filler,block2,14,70,fool,fool,1,1340
9,target1,block2,15,71,pass,s,1,1125
9,target2,block2,15,72,map,no,1,1015
9,target2,block2,15,73,bod,o,1,1070
9,target1,block2,15,74,thigh,th,1,1026
9,filler,block2,15,75,money,money,1,1017
9,target1,block2,16,76,myth,th,1,1092
9,target2,block2,16,77,battle,no,1,2811
9,target2,block2,16,78,block,o,1,1169
9,target1,block2,16,79,theme,th,1,1822
9,filler,block2,16,80,devise,devise,1,1193
10,target2,block2,9,41,black,no,1,1456
10,target1,block2,9,42,sink,s,1,741
10,target2,block2,9,43,foster,o,1,1036
10,target1,block2,9,44,path,th,1,6029
10,filler,block2,9,45,buy,buy,1,1725
10,target1,block2,10,46,growth,th,0,1642
10,target2,block2,10,47,pot,o,1,6247
10,target2,block2,10,48,bond,o,1,683
10,target1,block2,10,49,worth,th,1,875
10,filler,block2,10,50,near,near,1,1044
10,target1,block2,11,51,seem,s,1,1005
10,target2,block2,11,52,bad,no,1,1201
10,target1,block2,11,53,sigh,s,1,802
10,target2,block2,11,54,cop,o,1,830
10,filler,block2,11,55,tense,tense,1,1367
10,target2,block2,12,56,bottle,o,1,926
10,target1,block2,12,57,myth,th,0,1149
10,target2,block2,12,58,mop,o,1,1368
10,target1,block2,12,59,thought,th,1,913
10,filler,block2,12,60,peach,peach,1,1344
10,target2,block2,13,61,faster,no,1,818
10,target1,block2,13,62,worse,s,1,3698
10,target2,block2,13,63,band,no,1,797
10,target1,block2,13,64,growth,th,1,789
10,filler,block2,13,65,cheek,cheek,1,1857
10,target2,block2,14,66,pat,no,1,930
10,target1,block2,14,67,think,th,1,565
10,target1,block2,14,68,thought,th,0,3967
10,target2,block2,14,69,cap,no,1,614
10,filler,block2,14,70,fool,fool,1,1858
10,target1,block2,15,71,pass,s,1,1022
10,target2,block2,15,72,map,no,1,565
10,target2,block2,15,73,bod,o,1,1007
10,target1,block2,15,74,thigh,th,1,926
10,filler,block2,15,75,money,money,1,737
10,target1,block2,16,76,myth,th,1,1833
10,target2,block2,16,77,bottle,o,0,4770
10,target2,block2,16,78,block,o,1,857
10,target1,block2,16,79,theme,th,1,733
10,filler,block2,16,80,devise,devise,1,947
11,target2,block2,9,41,black,no,1,1080
11,target1,block2,9,42,sink,s,1,1099
11,target2,block2,9,43,foster,o,1,1064
11,target1,block2,9,44,path,th,1,758
11,filler,block2,9,45,buy,buy,1,994
11,target1,block2,10,46,gross,s,1,962
11,target2,block2,10,47,pot,o,1,988
11,target2,block2,10,48,bond,o,1,679
11,target1,block2,10,49,worse,s,0,2612
11,filler,block2,10,50,near,near,1,942
11,target1,block2,11,51,seem,s,1,867
11,target2,block2,11,52,bad,no,1,780
11,target1,block2,11,53,sigh,s,1,762
11,target2,block2,11,54,cop,o,1,949
11,filler,block2,11,55,tense,tense,1,1588
11,target2,block2,12,56,bottle,o,1,1404
11,target1,block2,12,57,miss,s,1,981
11,target2,block2,12,58,mop,o,1,1543
11,target1,block2,12,59,thought,th,1,831
11,filler,block2,12,60,peach,peach,1,935
11,target2,block2,13,61,faster,no,1,970
11,target1,block2,13,62,worse,s,1,871
11,target2,block2,13,63,band,no,1,787
11,target1,block2,13,64,growth,th,1,1266
11,filler,block2,13,65,cheek,cheek,1,1363
11,target2,block2,14,66,pat,no,1,788
11,target1,block2,14,67,think,th,1,664
11,target1,block2,14,68,sought,s,1,889
11,target2,block2,14,69,cap,no,1,666
11,filler,block2,14,70,fool,fool,1,1015
11,target1,block2,15,71,pass,s,1,761
11,target2,block2,15,72,map,no,1,573
11,target2,block2,15,73,bod,o,1,1147
11,target1,block2,15,74,thigh,th,1,1348
11,filler,block2,15,75,money,money,1,769
11,target1,block2,16,76,myth,th,1,993
11,target2,block2,16,77,battle,no,1,970
11,target2,block2,16,78,block,o,1,945
11,target1,block2,16,79,theme,th,1,942
11,filler,block2,16,80,devise,devise,1,1045
12,target2,block2,9,41,black,no,1,922
12,target1,block2,9,42,sink,s,1,1660
12,target2,block2,9,43,foster,o,1,1811
12,target1,block2,9,44,path,th,1,1347
12,filler,block2,9,45,buy,buy,1,1490
12,target1,block2,10,46,gross,s,1,1289
12,target2,block2,10,47,pot,o,1,2636
12,target2,block2,10,48,bond,o,1,1438
12,target1,block2,10,49,worse,s,0,1335
12,filler,block2,10,50,near,near,1,1198
12,target1,block2,11,51,seem,s,1,1209
12,target2,block2,11,52,bad,no,1,1081
12,target1,block2,11,53,sigh,s,1,1229
12,target2,block2,11,54,cap,no,0,2107
12,filler,block2,11,55,tense,tense,1,1291
12,target2,block2,12,56,battle,no,0,1120
12,target1,block2,12,57,miss,s,1,1118
12,target2,block2,12,58,map,no,0,993
12,target1,block2,12,59,thought,th,1,1015
12,filler,block2,12,60,peach,peach,1,1351
12,target2,block2,13,61,faster,no,1,1242
12,target1,block2,13,62,worth,th,0,2070
12,target2,block2,13,63,band,no,1,1046
12,target1,block2,13,64,growth,th,1,961
12,filler,block2,13,65,cheek,cheek,1,1975
12,target2,block2,14,66,pat,no,1,1132
12,target1,block2,14,67,think,th,1,948
12,target1,block2,14,68,sought,s,1,1573
12,target2,block2,14,69,cop,o,0,1019
12,filler,block2,14,70,fool,fool,1,1211
12,target1,block2,15,71,pass,s,1,1088
12,target2,block2,15,72,map,no,1,1007
12,target2,block2,15,73,bad,no,0,1729
12,target1,block2,15,74,sigh,s,0,1121
12,filler,block2,15,75,money,money,1,1068
12,target1,block2,16,76,miss,s,0,1272
12,target2,block2,16,77,battle,no,1,1205
12,target2,block2,16,78,block,o,1,1451
12,target1,block2,16,79,theme,th,1,842
12,filler,block2,16,80,devise,devise,1,1400
13,target2,block2,9,41,black,no,1,680
13,target1,block2,9,42,think,th,0,849
13,target2,block2,9,43,faster,no,0,1530
13,target1,block2,9,44,path,th,1,1285
13,filler,block2,9,45,buy,buy,1,1616
13,target1,block2,10,46,growth,th,0,1786
13,target2,block2,10,47,pot,o,1,1035
13,target2,block2,10,48,bond,o,1,1806
13,target1,block2,10,49,worth,th,1,624
13,filler,block2,10,50,near,near,1,848
13,target1,block2,11,51,seem,s,1,1718
13,target2,block2,11,52,bad,no,1,633
13,target1,block2,11,53,sigh,s,1,831
13,target2,block2,11,54,cap,no,0,840
13,filler,block2,11,55,tense,tense,1,989
13,target2,block2,12,56,battle,no,0,905
13,target1,block2,12,57,miss,s,1,3268
13,target2,block2,12,58,map,no,0,608
13,target1,block2,12,59,thought,th,1,1151
13,filler,block2,12,60,peach,peach,1,1089
13,target2,block2,13,61,faster,no,1,807
13,target1,block2,13,62,worth,th,0,2020
13,target2,block2,13,63,band,no,1,815
13,target1,block2,13,64,growth,th,1,1333
13,filler,block2,13,65,cheek,cheek,1,1760
13,target2,block2,14,66,pat,no,1,830
13,target1,block2,14,67,think,th,1,758
13,target1,block2,14,68,thought,th,0,881
13,target2,block2,14,69,cap,no,1,866
13,filler,block2,14,70,fool,fool,1,1012
13,target1,block2,15,71,pass,s,1,924
13,target2,block2,15,72,map,no,1,705
13,target2,block2,15,73,bad,no,0,737
13,target1,block2,15,74,sigh,s,0,1884
13,filler,block2,15,75,money,money,1,742
13,target1,block2,16,76,myth,th,1,2061
13,target2,block2,16,77,battle,no,1,828
13,target2,block2,16,78,block,o,1,565
13,target1,block2,16,79,seem,s,0,828
13,filler,block2,16,80,devise,devise,1,1038
14,target2,block2,9,41,black,no,1,1090
14,target1,block2,9,42,sink,s,1,884
14,target2,block2,9,43,foster,o,1,914
14,target1,block2,9,44,path,th,1,847
14,filler,block2,9,45,buy,buy,1,817
14,target1,block2,10,46,growth,th,0,869
14,target2,block2,10,47,pot,o,1,2185
14,target2,block2,10,48,bond,o,1,1194
14,target1,block2,10,49,worth,th,1,1710
14,filler,block2,10,50,near,near,1,848
14,target1,block2,11,51,seem,s,1,811
14,target2,block2,11,52,bad,no,1,1036
14,target1,block2,11,53,sigh,s,1,987
14,target2,block2,11,54,cop,o,1,911
14,filler,block2,11,55,tense,tense,1,1838
14,target2,block2,12,56,bottle,o,1,1576
14,target1,block2,12,57,miss,s,1,766
14,target2,block2,12,58,mop,o,1,2114
14,target1,block2,12,59,thought,th,1,1086
14,filler,block2,12,60,peach,peach,1,4003
14,target2,block2,13,61,faster,no,1,1022
14,target1,block2,13,62,worse,s,1,981
14,target2,block2,13,63,band,no,1,1334
14,target1,block2,13,64,growth,th,1,605
14,filler,block2,13,65,cheek,cheek,1,2611
14,target2,block2,14,66,pat,no,1,625
14,target1,block2,14,67,think,th,1,741
14,target1,block2,14,68,sought,s,1,1033
14,target2,block2,14,69,cap,no,1,817
14,filler,block2,14,70,fool,fool,1,1081
14,target1,block2,15,71,pass,s,1,675
14,target2,block2,15,72,map,no,1,874
14,target2,block2,15,73,bod,o,1,966
14,target1,block2,15,74,thigh,th,1,862
14,filler,block2,15,75,money,money,1,617
14,target1,block2,16,76,myth,th,1,897
14,target2,block2,16,77,battle,no,1,903
14,target2,block2,16,78,block,o,1,610
14,target1,block2,16,79,theme,th,1,636
14,filler,block2,16,80,devise,devise,1,1228
15,target2,block2,9,41,black,no,1,2590
15,target1,block2,9,42,think,th,0,1369
15,target2,block2,9,43,foster,o,1,1941
15,target1,block2,9,44,path,th,1,816
15,filler,block2,9,45,buy,buy,1,894
15,target1,block2,10,46,growth,th,0,1421
15,target2,block2,10,47,pot,o,1,4633
15,target2,block2,10,48,bond,o,1,1620
15,target1,block2,10,49,worth,th,1,2450
15,filler,block2,10,50,near,near,1,913
15,target1,block2,11,51,seem,s,1,1475
15,target2,block2,11,52,bad,no,1,2253
15,target1,block2,11,53,thigh,th,0,995
15,target2,block2,11,54,cop,o,1,1960
15,filler,block2,11,55,tense,tense,1,1190
15,target2,block2,12,56,battle,no,0,1775
15,target1,block2,12,57,miss,s,1,1610
15,target2,block2,12,58,mop,o,1,1059
15,target1,block2,12,59,sought,s,0,790
15,filler,block2,12,60,peach,peach,1,859
15,target2,block2,13,61,faster,no,1,1633
15,target1,block2,13,62,worth,th,0,936
15,target2,block2,13,63,bond,o,0,4113
15,target1,block2,13,64,growth,th,1,1084
15,filler,block2,13,65,cheek,cheek,1,2582
15,target2,block2,14,66,pat,no,1,1868
15,target1,block2,14,67,think,th,1,821
15,target1,block2,14,68,thought,th,0,897
15,target2,block2,14,69,cap,no,1,965
15,filler,block2,14,70,fool,fool,1,1345
15,target1,block2,15,71,pass,s,1,1449
15,target2,block2,15,72,map,no,1,901
15,target2,block2,15,73,bad,no,0,2912
15,target1,block2,15,74,thigh,th,1,2293
15,filler,block2,15,75,money,money,1,1023
15,target1,block2,16,76,myth,th,1,835
15,target2,block2,16,77,battle,no,1,1283
15,target2,block2,16,78,block,o,1,1173
