"subject","controller","condition","word","response","raw_response_time","response_time","type","block_G","group","subject_dummy","response_time1","dummy_type","subject2","subject3","means","adjusted_response_time","similarity_G","sound","similarity"
10,"Question","item-target1-block3-group21","growth","1",1109,1109,"Consonant","block3",21,"10_Consonant_block3_",1109,"filler","10_filler_block3_","10_Consonant_block3_",1249.625,-140.625,"distant","0.5","0.5"
10,"Question","item-target2-block3-group22","map","1",630,630,"Vowel","block3",22,"10_Vowel_block3_",630,"filler","10_filler_block3_","10_Vowel_block3_",1249.625,-619.625,"close","-0.5","0.5"
10,"Question","item-target1-block3-group22","sigh","1",613,613,"Consonant","block3",22,"10_Consonant_block3_",613,"filler","10_filler_block3_","10_Consonant_block3_",1249.625,-636.625,"close","0.5","0.5"
10,"Question","item-target2-block3-group22","bottle","1",1424,1424,"Vowel","block3",22,"10_Vowel_block3_",1424,"filler","10_filler_block3_","10_Vowel_block3_",1249.625,174.375,"distant","-0.5","0.5"
10,"Question","item-target1-block3-group22","sought","1",1051,1051,"Consonant","block3",22,"10_Consonant_block3_",1051,"filler","10_filler_block3_","10_Consonant_block3_",1249.625,-198.625,"close","0.5","0.5"
10,"Question","item-target1-block3-group23","think","1",4319,4319,"Consonant","block3",23,"10_Consonant_block3_",4319,"filler","10_filler_block3_","10_Consonant_block3_",1249.625,3069.375,"distant","0.5","0.5"
10,"Question","item-target2-block3-group23","cop","1",805,805,"Vowel","block3",23,"10_Vowel_block3_",805,"filler","10_filler_block3_","10_Vowel_block3_",1249.625,-444.625,"close","-0.5","0.5"
10,"Question","item-target2-block3-group23","pot","1",704,704,"Vowel","block3",23,"10_Vowel_block3_",704,"filler","10_filler_block3_","10_Vowel_block3_",1249.625,-545.625,"close","-0.5","0.5"
10,"Question","item-target1-block3-group23","worth","1",1336,1336,"Consonant","block3",23,"10_Consonant_block3_",1336,"filler","10_filler_block3_","10_Consonant_block3_",1249.625,86.375,"distant","0.5","0.5"
10,"Question","item-target1-block3-group24","seem","1",3528,3528,"Consonant","block3",24,"10_Consonant_block3_",3528,"filler","10_filler_block3_","10_Consonant_block3_",1249.625,2278.375,"distant","0.5","0.5"
10,"Question","item-target2-block3-group24","faster","1",619,619,"Vowel","block3",24,"10_Vowel_block3_",619,"filler","10_filler_block3_","10_Vowel_block3_",1249.625,-630.625,"distant","-0.5","0.5"
10,"Question","item-target1-block3-group24","pass","1",1043,1043,"Consonant","block3",24,"10_Consonant_block3_",1043,"filler","10_filler_block3_","10_Consonant_block3_",1249.625,-206.625,"distant","0.5","0.5"
10,"Question","item-target2-block3-group24","battle","1",1497,1497,"Vowel","block3",24,"10_Vowel_block3_",1497,"filler","10_filler_block3_","10_Vowel_block3_",1249.625,247.375,"close","-0.5","0.5"
10,"Question","item-target2-block4-group25","backs","1",2176,2176,"Vowel","block4",25,"10_Vowel_block4_",2176,"filler","10_filler_block4_","10_Vowel_block4_",1820,356,"close","-0.5","0.5"
10,"Question","item-target1-block4-group25","sing","1",635,635,"Consonant","block4",25,"10_Consonant_block4_",635,"filler","10_filler_block4_","10_Consonant_block4_",1820,-1185,"close","0.5","0.5"
10,"Question","item-target2-block4-group25","tap","1",718,718,"Vowel","block4",25,"10_Vowel_block4_",718,"filler","10_filler_block4_","10_Vowel_block4_",1820,-1102,"distant","-0.5","0.5"
10,"Question","item-target1-block4-group25","face","0",1204,1204,"Consonant","block4",25,"10_Consonant_block4_",1204,"filler","10_filler_block4_","10_Consonant_block4_",1820,-616,"close","0.5","0.5"
10,"Question","item-target1-block4-group26","mouse","1",3358,3358,"Consonant","block4",26,"10_Consonant_block4_",3358,"filler","10_filler_block4_","10_Consonant_block4_",1820,1538,"close","0.5","0.5"
10,"Question","item-target2-block4-group26","rock","1",3412,3412,"Vowel","block4",26,"10_Vowel_block4_",3412,"filler","10_filler_block4_","10_Vowel_block4_",1820,1592,"close","-0.5","0.5"
10,"Question","item-target2-block4-group26","hot","1",1359,1359,"Vowel","block4",26,"10_Vowel_block4_",1359,"filler","10_filler_block4_","10_Vowel_block4_",1820,-461,"close","-0.5","0.5"
10,"Question","item-target1-block4-group26","force","0",3658,3658,"Consonant","block4",26,"10_Consonant_block4_",3658,"filler","10_filler_block4_","10_Consonant_block4_",1820,1838,"distant","0.5","0.5"
10,"Question","item-target1-block4-group27","thumb","1",910,910,"Consonant","block4",27,"10_Consonant_block4_",910,"filler","10_filler_block4_","10_Consonant_block4_",1820,-910,"distant","0.5","0.5"
10,"Question","item-target2-block4-group27","lack","1",1140,1140,"Vowel","block4",27,"10_Vowel_block4_",1140,"filler","10_filler_block4_","10_Vowel_block4_",1820,-680,"distant","-0.5","0.5"
10,"Question","item-target1-block4-group27","sick","1",620,620,"Consonant","block4",27,"10_Consonant_block4_",620,"filler","10_filler_block4_","10_Consonant_block4_",1820,-1200,"close","0.5","0.5"
10,"Question","item-target2-block4-group27","rot","1",2493,2493,"Vowel","block4",27,"10_Vowel_block4_",2493,"filler","10_filler_block4_","10_Vowel_block4_",1820,673,"close","-0.5","0.5"
10,"Question","item-target2-block4-group28","stomp","1",4220,4220,"Vowel","block4",28,"10_Vowel_block4_",4220,"filler","10_filler_block4_","10_Vowel_block4_",1820,2400,"distant","-0.5","0.5"
10,"Question","item-target1-block4-group28","mass","1",1712,1712,"Consonant","block4",28,"10_Consonant_block4_",1712,"filler","10_filler_block4_","10_Consonant_block4_",1820,-108,"close","0.5","0.5"
10,"Question","item-target2-block4-group28","sacks","1",3486,3486,"Vowel","block4",28,"10_Vowel_block4_",3486,"filler","10_filler_block4_","10_Vowel_block4_",1820,1666,"distant","-0.5","0.5"
10,"Question","item-target1-block4-group28","thin","1",904,904,"Consonant","block4",28,"10_Consonant_block4_",904,"filler","10_filler_block4_","10_Consonant_block4_",1820,-916,"distant","0.5","0.5"
10,"Question","item-target2-block4-group29","rack","1",5102,5102,"Vowel","block4",29,"10_Vowel_block4_",5102,"filler","10_filler_block4_","10_Vowel_block4_",1820,3282,"close","-0.5","0.5"
10,"Question","item-target1-block4-group29","force","1",1076,1076,"Consonant","block4",29,"10_Consonant_block4_",1076,"filler","10_filler_block4_","10_Consonant_block4_",1820,-744,"distant","0.5","0.5"
10,"Question","item-target2-block4-group29","stamp","1",757,757,"Vowel","block4",29,"10_Vowel_block4_",757,"filler","10_filler_block4_","10_Vowel_block4_",1820,-1063,"distant","-0.5","0.5"
10,"Question","item-target1-block4-group29","math","1",873,873,"Consonant","block4",29,"10_Consonant_block4_",873,"filler","10_filler_block4_","10_Consonant_block4_",1820,-947,"distant","0.5","0.5"
10,"Question","item-target2-block4-group30","box","1",694,694,"Vowel","block4",30,"10_Vowel_block4_",694,"filler","10_filler_block4_","10_Vowel_block4_",1820,-1126,"close","-0.5","0.5"
10,"Question","item-target1-block4-group30","thick","1",704,704,"Consonant","block4",30,"10_Consonant_block4_",704,"filler","10_filler_block4_","10_Consonant_block4_",1820,-1116,"distant","0.5","0.5"
10,"Question","item-target1-block4-group30","thing","1",1355,1355,"Consonant","block4",30,"10_Consonant_block4_",1355,"filler","10_filler_block4_","10_Consonant_block4_",1820,-465,"distant","0.5","0.5"
10,"Question","item-target2-block4-group30","hat","1",1186,1186,"Vowel","block4",30,"10_Vowel_block4_",1186,"filler","10_filler_block4_","10_Vowel_block4_",1820,-634,"distant","-0.5","0.5"
10,"Question","item-target1-block4-group31","face","1",1557,1557,"Consonant","block4",31,"10_Consonant_block4_",1557,"filler","10_filler_block4_","10_Consonant_block4_",1820,-263,"close","0.5","0.5"
10,"Question","item-target2-block4-group31","socks","1",1528,1528,"Vowel","block4",31,"10_Vowel_block4_",1528,"filler","10_filler_block4_","10_Vowel_block4_",1820,-292,"close","-0.5","0.5"
10,"Question","item-target2-block4-group31","rat","1",1003,1003,"Vowel","block4",31,"10_Vowel_block4_",1003,"filler","10_filler_block4_","10_Vowel_block4_",1820,-817,"distant","-0.5","0.5"
10,"Question","item-target1-block4-group31","sin","1",2731,2731,"Consonant","block4",31,"10_Consonant_block4_",2731,"filler","10_filler_block4_","10_Consonant_block4_",1820,911,"distant","0.5","0.5"
10,"Question","item-target1-block4-group32","mouth","1",1029,1029,"Consonant","block4",32,"10_Consonant_block4_",1029,"filler","10_filler_block4_","10_Consonant_block4_",1820,-791,"distant","0.5","0.5"
10,"Question","item-target2-block4-group32","top","1",1460,1460,"Vowel","block4",32,"10_Vowel_block4_",1460,"filler","10_filler_block4_","10_Vowel_block4_",1820,-360,"close","-0.5","0.5"
10,"Question","item-target2-block4-group32","lock","1",1919,1919,"Vowel","block4",32,"10_Vowel_block4_",1919,"filler","10_filler_block4_","10_Vowel_block4_",1820,99,"close","-0.5","0.5"
10,"Question","item-target1-block4-group32","some","1",1340,1340,"Consonant","block4",32,"10_Consonant_block4_",1340,"filler","10_filler_block4_","10_Consonant_block4_",1820,-480,"close","0.5","0.5"
11,"Question","item-target1-block1-group1","sought","0",3788,3788,"Consonant","block1",1,"11_Consonant_block1_",3788,"filler","11_filler_block1_","11_Consonant_block1_",1631.375,2156.625,"distant","0.5","0.5"
11,"Question","item-target2-block1-group1","black","1",1264,1264,"Vowel","block1",1,"11_Vowel_block1_",1264,"filler","11_filler_block1_","11_Vowel_block1_",1631.375,-367.375,"distant","-0.5","0.5"
11,"Question","item-target2-block1-group1","bottle","1",2859,2859,"Vowel","block1",1,"11_Vowel_block1_",2859,"filler","11_filler_block1_","11_Vowel_block1_",1631.375,1227.625,"distant","-0.5","0.5"
11,"Question","item-target1-block1-group1","sink","0",1485,1485,"Consonant","block1",1,"11_Consonant_block1_",1485,"filler","11_filler_block1_","11_Consonant_block1_",1631.375,-146.375,"distant","0.5","0.5"
11,"Question","item-target1-block1-group2","theme","1",1507,1507,"Consonant","block1",2,"11_Consonant_block1_",1507,"filler","11_filler_block1_","11_Consonant_block1_",1631.375,-124.375,"distant","0.5","0.5"
11,"Question","item-target2-block1-group2","faster","1",1388,1388,"Vowel","block1",2,"11_Vowel_block1_",1388,"filler","11_filler_block1_","11_Vowel_block1_",1631.375,-243.375,"distant","-0.5","0.5"
11,"Question","item-target1-block1-group2","worse","0",5305,5305,"Consonant","block1",2,"11_Consonant_block1_",5305,"filler","11_filler_block1_","11_Consonant_block1_",1631.375,3673.625,"distant","0.5","0.5"
11,"Question","item-target2-block1-group2","band","1",2488,2488,"Vowel","block1",2,"11_Vowel_block1_",2488,"filler","11_filler_block1_","11_Vowel_block1_",1631.375,856.625,"close","-0.5","0.5"
11,"Question","item-target2-block1-group3","cop","1",1953,1953,"Vowel","block1",3,"11_Vowel_block1_",1953,"filler","11_filler_block1_","11_Vowel_block1_",1631.375,321.625,"distant","-0.5","0.5"
11,"Question","item-target1-block1-group3","pass","1",1973,1973,"Consonant","block1",3,"11_Consonant_block1_",1973,"filler","11_filler_block1_","11_Consonant_block1_",1631.375,341.625,"distant","0.5","0.5"
11,"Question","item-target2-block1-group3","pat","1",1506,1506,"Vowel","block1",3,"11_Vowel_block1_",1506,"filler","11_filler_block1_","11_Vowel_block1_",1631.375,-125.375,"distant","-0.5","0.5"
11,"Question","item-target1-block1-group3","thigh","1",2462,2462,"Consonant","block1",3,"11_Consonant_block1_",2462,"filler","11_filler_block1_","11_Consonant_block1_",1631.375,830.625,"close","0.5","0.5"
11,"Question","item-target1-block1-group4","gross","1",1507,1507,"Consonant","block1",4,"11_Consonant_block1_",1507,"filler","11_filler_block1_","11_Consonant_block1_",1631.375,-124.375,"distant","0.5","0.5"
11,"Question","item-target2-block1-group4","bod","1",3666,3666,"Vowel","block1",4,"11_Vowel_block1_",3666,"filler","11_filler_block1_","11_Vowel_block1_",1631.375,2034.625,"distant","-0.5","0.5"
11,"Question","item-target2-block1-group4","mop","1",3459,3459,"Vowel","block1",4,"11_Vowel_block1_",3459,"filler","11_filler_block1_","11_Vowel_block1_",1631.375,1827.625,"close","-0.5","0.5"
11,"Question","item-target1-block1-group4","myth","1",1748,1748,"Consonant","block1",4,"11_Consonant_block1_",1748,"filler","11_filler_block1_","11_Consonant_block1_",1631.375,116.625,"distant","0.5","0.5"
11,"Question","item-target2-block1-group5","foster","1",2602,2602,"Vowel","block1",5,"11_Vowel_block1_",2602,"filler","11_filler_block1_","11_Vowel_block1_",1631.375,970.625,"close","-0.5","0.5"
11,"Question","item-target1-block1-group5","seem","1",1163,1163,"Consonant","block1",5,"11_Consonant_block1_",1163,"filler","11_filler_block1_","11_Consonant_block1_",1631.375,-468.375,"close","0.5","0.5"
11,"Question","item-target1-block1-group5","path","1",885,885,"Consonant","block1",5,"11_Consonant_block1_",885,"filler","11_filler_block1_","11_Consonant_block1_",1631.375,-746.375,"distant","0.5","0.5"
11,"Question","item-target2-block1-group5","block","1",1408,1408,"Vowel","block1",5,"11_Vowel_block1_",1408,"filler","11_filler_block1_","11_Vowel_block1_",1631.375,-223.375,"close","-0.5","0.5"
11,"Question","item-target1-block1-group6","growth","1",1487,1487,"Consonant","block1",6,"11_Consonant_block1_",1487,"filler","11_filler_block1_","11_Consonant_block1_",1631.375,-144.375,"distant","0.5","0.5"
11,"Question","item-target2-block1-group6","bond","1",998,998,"Vowel","block1",6,"11_Vowel_block1_",998,"filler","11_filler_block1_","11_Vowel_block1_",1631.375,-633.375,"close","-0.5","0.5"
11,"Question","item-target2-block1-group6","bad","1",1380,1380,"Vowel","block1",6,"11_Vowel_block1_",1380,"filler","11_filler_block1_","11_Vowel_block1_",1631.375,-251.375,"distant","-0.5","0.5"
11,"Question","item-target1-block1-group6","miss","1",1021,1021,"Consonant","block1",6,"11_Consonant_block1_",1021,"filler","11_filler_block1_","11_Consonant_block1_",1631.375,-610.375,"close","0.5","0.5"
11,"Question","item-target1-block1-group7","sought","1",1486,1486,"Consonant","block1",7,"11_Consonant_block1_",1486,"filler","11_filler_block1_","11_Consonant_block1_",1631.375,-145.375,"close","0.5","0.5"
11,"Question","item-target2-block1-group7","cap","1",767,767,"Vowel","block1",7,"11_Vowel_block1_",767,"filler","11_filler_block1_","11_Vowel_block1_",1631.375,-864.375,"distant","-0.5","0.5"
11,"Question","item-target2-block1-group7","map","1",1435,1435,"Vowel","block1",7,"11_Vowel_block1_",1435,"filler","11_filler_block1_","11_Vowel_block1_",1631.375,-196.375,"distant","-0.5","0.5"
11,"Question","item-target1-block1-group7","worse","1",1122,1122,"Consonant","block1",7,"11_Consonant_block1_",1122,"filler","11_filler_block1_","11_Consonant_block1_",1631.375,-509.375,"distant","0.5","0.5"
11,"Question","item-target2-block1-group8","battle","1",964,964,"Vowel","block1",8,"11_Vowel_block1_",964,"filler","11_filler_block1_","11_Vowel_block1_",1631.375,-667.375,"distant","-0.5","0.5"
11,"Question","item-target1-block1-group8","sigh","1",957,957,"Consonant","block1",8,"11_Consonant_block1_",957,"filler","11_filler_block1_","11_Consonant_block1_",1631.375,-674.375,"close","0.5","0.5"
11,"Question","item-target1-block1-group8","sink","1",720,720,"Consonant","block1",8,"11_Consonant_block1_",720,"filler","11_filler_block1_","11_Consonant_block1_",1631.375,-911.375,"distant","0.5","0.5"
11,"Question","item-target2-block1-group8","pot","1",953,953,"Vowel","block1",8,"11_Vowel_block1_",953,"filler","11_filler_block1_","11_Vowel_block1_",1631.375,-678.375,"close","-0.5","0.5"
11,"Question","item-target2-block2-group9","black","1",1080,1080,"Vowel","block2",9,"11_Vowel_block2_",1080,"filler","11_filler_block2_","11_Vowel_block2_",1081.375,-1.375,"distant","-0.5","0.5"
11,"Question","item-target1-block2-group9","sink","1",1099,1099,"Consonant","block2",9,"11_Consonant_block2_",1099,"filler","11_filler_block2_","11_Consonant_block2_",1081.375,17.625,"distant","0.5","0.5"
11,"Question","item-target2-block2-group9","foster","1",1064,1064,"Vowel","block2",9,"11_Vowel_block2_",1064,"filler","11_filler_block2_","11_Vowel_block2_",1081.375,-17.375,"close","-0.5","0.5"
11,"Question","item-target1-block2-group9","path","1",758,758,"Consonant","block2",9,"11_Consonant_block2_",758,"filler","11_filler_block2_","11_Consonant_block2_",1081.375,-323.375,"distant","0.5","0.5"
11,"Question","item-target1-block2-group10","gross","1",962,962,"Consonant","block2",10,"11_Consonant_block2_",962,"filler","11_filler_block2_","11_Consonant_block2_",1081.375,-119.375,"distant","0.5","0.5"
11,"Question","item-target2-block2-group10","pot","1",988,988,"Vowel","block2",10,"11_Vowel_block2_",988,"filler","11_filler_block2_","11_Vowel_block2_",1081.375,-93.375,"close","-0.5","0.5"
11,"Question","item-target2-block2-group10","bond","1",679,679,"Vowel","block2",10,"11_Vowel_block2_",679,"filler","11_filler_block2_","11_Vowel_block2_",1081.375,-402.375,"close","-0.5","0.5"
11,"Question","item-target1-block2-group10","worse","0",2612,2612,"Consonant","block2",10,"11_Consonant_block2_",NA,"filler","11_filler_block2_","11_Consonant_block2_",1081.375,NA,"distant","0.5","0.5"
11,"Question","item-target1-block2-group11","seem","1",867,867,"Consonant","block2",11,"11_Consonant_block2_",867,"filler","11_filler_block2_","11_Consonant_block2_",1081.375,-214.375,"close","0.5","0.5"
11,"Question","item-target2-block2-group11","bad","1",780,780,"Vowel","block2",11,"11_Vowel_block2_",780,"filler","11_filler_block2_","11_Vowel_block2_",1081.375,-301.375,"distant","-0.5","0.5"
11,"Question","item-target1-block2-group11","sigh","1",762,762,"Consonant","block2",11,"11_Consonant_block2_",762,"filler","11_filler_block2_","11_Consonant_block2_",1081.375,-319.375,"close","0.5","0.5"
11,"Question","item-target2-block2-group11","cop","1",949,949,"Vowel","block2",11,"11_Vowel_block2_",949,"filler","11_filler_block2_","11_Vowel_block2_",1081.375,-132.375,"distant","-0.5","0.5"
11,"Question","item-target2-block2-group12","bottle","1",1404,1404,"Vowel","block2",12,"11_Vowel_block2_",1404,"filler","11_filler_block2_","11_Vowel_block2_",1081.375,322.625,"distant","-0.5","0.5"
11,"Question","item-target1-block2-group12","miss","1",981,981,"Consonant","block2",12,"11_Consonant_block2_",981,"filler","11_filler_block2_","11_Consonant_block2_",1081.375,-100.375,"distant","0.5","0.5"
11,"Question","item-target2-block2-group12","mop","1",1543,1543,"Vowel","block2",12,"11_Vowel_block2_",1543,"filler","11_filler_block2_","11_Vowel_block2_",1081.375,461.625,"close","-0.5","0.5"
11,"Question","item-target1-block2-group12","thought","1",831,831,"Consonant","block2",12,"11_Consonant_block2_",831,"filler","11_filler_block2_","11_Consonant_block2_",1081.375,-250.375,"distant","0.5","0.5"
11,"Question","item-target2-block2-group13","faster","1",970,970,"Vowel","block2",13,"11_Vowel_block2_",970,"filler","11_filler_block2_","11_Vowel_block2_",1081.375,-111.375,"distant","-0.5","0.5"
11,"Question","item-target1-block2-group13","worse","1",871,871,"Consonant","block2",13,"11_Consonant_block2_",871,"filler","11_filler_block2_","11_Consonant_block2_",1081.375,-210.375,"close","0.5","0.5"
11,"Question","item-target2-block2-group13","band","1",787,787,"Vowel","block2",13,"11_Vowel_block2_",787,"filler","11_filler_block2_","11_Vowel_block2_",1081.375,-294.375,"distant","-0.5","0.5"
11,"Question","item-target1-block2-group13","growth","1",1266,1266,"Consonant","block2",13,"11_Consonant_block2_",1266,"filler","11_filler_block2_","11_Consonant_block2_",1081.375,184.625,"distant","0.5","0.5"
11,"Question","item-target2-block2-group14","pat","1",788,788,"Vowel","block2",14,"11_Vowel_block2_",788,"filler","11_filler_block2_","11_Vowel_block2_",1081.375,-293.375,"distant","-0.5","0.5"
11,"Question","item-target1-block2-group14","think","1",664,664,"Consonant","block2",14,"11_Consonant_block2_",664,"filler","11_filler_block2_","11_Consonant_block2_",1081.375,-417.375,"distant","0.5","0.5"
11,"Question","item-target1-block2-group14","sought","1",889,889,"Consonant","block2",14,"11_Consonant_block2_",889,"filler","11_filler_block2_","11_Consonant_block2_",1081.375,-192.375,"close","0.5","0.5"
11,"Question","item-target2-block2-group14","cap","1",666,666,"Vowel","block2",14,"11_Vowel_block2_",666,"filler","11_filler_block2_","11_Vowel_block2_",1081.375,-415.375,"distant","-0.5","0.5"
11,"Question","item-target1-block2-group15","pass","1",761,761,"Consonant","block2",15,"11_Consonant_block2_",761,"filler","11_filler_block2_","11_Consonant_block2_",1081.375,-320.375,"distant","0.5","0.5"
11,"Question","item-target2-block2-group15","map","1",573,573,"Vowel","block2",15,"11_Vowel_block2_",573,"filler","11_filler_block2_","11_Vowel_block2_",1081.375,-508.375,"distant","-0.5","0.5"
11,"Question","item-target2-block2-group15","bod","1",1147,1147,"Vowel","block2",15,"11_Vowel_block2_",1147,"filler","11_filler_block2_","11_Vowel_block2_",1081.375,65.625,"distant","-0.5","0.5"
11,"Question","item-target1-block2-group15","thigh","1",1348,1348,"Consonant","block2",15,"11_Consonant_block2_",1348,"filler","11_filler_block2_","11_Consonant_block2_",1081.375,266.625,"distant","0.5","0.5"
11,"Question","item-target1-block2-group16","myth","1",993,993,"Consonant","block2",16,"11_Consonant_block2_",993,"filler","11_filler_block2_","11_Consonant_block2_",1081.375,-88.375,"distant","0.5","0.5"
11,"Question","item-target2-block2-group16","battle","1",970,970,"Vowel","block2",16,"11_Vowel_block2_",970,"filler","11_filler_block2_","11_Vowel_block2_",1081.375,-111.375,"distant","-0.5","0.5"
11,"Question","item-target2-block2-group16","block","1",945,945,"Vowel","block2",16,"11_Vowel_block2_",945,"filler","11_filler_block2_","11_Vowel_block2_",1081.375,-136.375,"close","-0.5","0.5"
11,"Question","item-target1-block2-group16","theme","1",942,942,"Consonant","block2",16,"11_Consonant_block2_",942,"filler","11_filler_block2_","11_Consonant_block2_",1081.375,-139.375,"distant","0.5","0.5"
11,"Question","item-target2-block3-group17","bod","1",1012,1012,"Vowel","block3",17,"11_Vowel_block3_",1012,"filler","11_filler_block3_","11_Vowel_block3_",1537.375,-525.375,"distant","-0.5","0.5"
11,"Question","item-target1-block3-group17","thigh","1",776,776,"Consonant","block3",17,"11_Consonant_block3_",776,"filler","11_filler_block3_","11_Consonant_block3_",1537.375,-761.375,"close","0.5","0.5"
11,"Question","item-target1-block3-group17","myth","1",814,814,"Consonant","block3",17,"11_Consonant_block3_",814,"filler","11_filler_block3_","11_Consonant_block3_",1537.375,-723.375,"close","0.5","0.5"
11,"Question","item-target2-block3-group17","bond","1",819,819,"Vowel","block3",17,"11_Vowel_block3_",819,"filler","11_filler_block3_","11_Vowel_block3_",1537.375,-718.375,"close","-0.5","0.5"
11,"Question","item-target1-block3-group18","gross","1",763,763,"Consonant","block3",18,"11_Consonant_block3_",763,"filler","11_filler_block3_","11_Consonant_block3_",1537.375,-774.375,"distant","0.5","0.5"
11,"Question","item-target2-block3-group18","cap","1",825,825,"Vowel","block3",18,"11_Vowel_block3_",825,"filler","11_filler_block3_","11_Vowel_block3_",1537.375,-712.375,"distant","-0.5","0.5"
11,"Question","item-target1-block3-group18","sink","1",620,620,"Consonant","block3",18,"11_Consonant_block3_",620,"filler","11_filler_block3_","11_Consonant_block3_",1537.375,-917.375,"distant","0.5","0.5"
11,"Question","item-target2-block3-group18","black","1",781,781,"Vowel","block3",18,"11_Vowel_block3_",781,"filler","11_filler_block3_","11_Vowel_block3_",1537.375,-756.375,"distant","-0.5","0.5"
11,"Question","item-target1-block3-group19","thought","1",716,716,"Consonant","block3",19,"11_Consonant_block3_",716,"filler","11_filler_block3_","11_Consonant_block3_",1537.375,-821.375,"distant","0.5","0.5"
11,"Question","item-target2-block3-group19","pat","1",743,743,"Vowel","block3",19,"11_Vowel_block3_",743,"filler","11_filler_block3_","11_Vowel_block3_",1537.375,-794.375,"distant","-0.5","0.5"
11,"Question","item-target2-block3-group19","block","1",809,809,"Vowel","block3",19,"11_Vowel_block3_",809,"filler","11_filler_block3_","11_Vowel_block3_",1537.375,-728.375,"close","-0.5","0.5"
11,"Question","item-target1-block3-group19","path","1",994,994,"Consonant","block3",19,"11_Consonant_block3_",994,"filler","11_filler_block3_","11_Consonant_block3_",1537.375,-543.375,"close","0.5","0.5"
11,"Question","item-target1-block3-group20","theme","1",801,801,"Consonant","block3",20,"11_Consonant_block3_",801,"filler","11_filler_block3_","11_Consonant_block3_",1537.375,-736.375,"distant","0.5","0.5"
11,"Question","item-target2-block3-group20","foster","1",849,849,"Vowel","block3",20,"11_Vowel_block3_",849,"filler","11_filler_block3_","11_Vowel_block3_",1537.375,-688.375,"close","-0.5","0.5"
11,"Question","item-target2-block3-group20","mop","1",721,721,"Vowel","block3",20,"11_Vowel_block3_",721,"filler","11_filler_block3_","11_Vowel_block3_",1537.375,-816.375,"close","-0.5","0.5"
11,"Question","item-target1-block3-group20","worse","1",789,789,"Consonant","block3",20,"11_Consonant_block3_",789,"filler","11_filler_block3_","11_Consonant_block3_",1537.375,-748.375,"close","0.5","0.5"
11,"Question","item-target2-block3-group21","band","1",626,626,"Vowel","block3",21,"11_Vowel_block3_",626,"filler","11_filler_block3_","11_Vowel_block3_",1537.375,-911.375,"distant","-0.5","0.5"
11,"Question","item-target1-block3-group21","miss","1",615,615,"Consonant","block3",21,"11_Consonant_block3_",615,"filler","11_filler_block3_","11_Consonant_block3_",1537.375,-922.375,"close","0.5","0.5"
11,"Question","item-target2-block3-group21","bad","1",649,649,"Vowel","block3",21,"11_Vowel_block3_",649,"filler","11_filler_block3_","11_Vowel_block3_",1537.375,-888.375,"distant","-0.5","0.5"
11,"Question","item-target1-block3-group21","growth","1",859,859,"Consonant","block3",21,"11_Consonant_block3_",859,"filler","11_filler_block3_","11_Consonant_block3_",1537.375,-678.375,"distant","0.5","0.5"
11,"Question","item-target2-block3-group22","map","1",808,808,"Vowel","block3",22,"11_Vowel_block3_",808,"filler","11_filler_block3_","11_Vowel_block3_",1537.375,-729.375,"close","-0.5","0.5"
11,"Question","item-target1-block3-group22","sigh","1",697,697,"Consonant","block3",22,"11_Consonant_block3_",697,"filler","11_filler_block3_","11_Consonant_block3_",1537.375,-840.375,"close","0.5","0.5"
11,"Question","item-target2-block3-group22","bottle","1",1523,1523,"Vowel","block3",22,"11_Vowel_block3_",NA,"filler","11_filler_block3_","11_Vowel_block3_",1537.375,NA,"distant","-0.5","0.5"
11,"Question","item-target1-block3-group22","sought","1",1408,1408,"Consonant","block3",22,"11_Consonant_block3_",1408,"filler","11_filler_block3_","11_Consonant_block3_",1537.375,-129.375,"close","0.5","0.5"
11,"Question","item-target1-block3-group23","think","1",1126,1126,"Consonant","block3",23,"11_Consonant_block3_",1126,"filler","11_filler_block3_","11_Consonant_block3_",1537.375,-411.375,"distant","0.5","0.5"
11,"Question","item-target2-block3-group23","cop","1",937,937,"Vowel","block3",23,"11_Vowel_block3_",937,"filler","11_filler_block3_","11_Vowel_block3_",1537.375,-600.375,"close","-0.5","0.5"
11,"Question","item-target2-block3-group23","pot","1",656,656,"Vowel","block3",23,"11_Vowel_block3_",656,"filler","11_filler_block3_","11_Vowel_block3_",1537.375,-881.375,"close","-0.5","0.5"
11,"Question","item-target1-block3-group23","worse","0",899,899,"Consonant","block3",23,"11_Consonant_block3_",899,"filler","11_filler_block3_","11_Consonant_block3_",1537.375,-638.375,"distant","0.5","0.5"
11,"Question","item-target1-block3-group24","seem","1",778,778,"Consonant","block3",24,"11_Consonant_block3_",778,"filler","11_filler_block3_","11_Consonant_block3_",1537.375,-759.375,"distant","0.5","0.5"
11,"Question","item-target2-block3-group24","faster","1",832,832,"Vowel","block3",24,"11_Vowel_block3_",832,"filler","11_filler_block3_","11_Vowel_block3_",1537.375,-705.375,"distant","-0.5","0.5"
11,"Question","item-target1-block3-group24","pass","1",711,711,"Consonant","block3",24,"11_Consonant_block3_",711,"filler","11_filler_block3_","11_Consonant_block3_",1537.375,-826.375,"distant","0.5","0.5"
11,"Question","item-target2-block3-group24","battle","1",666,666,"Vowel","block3",24,"11_Vowel_block3_",666,"filler","11_filler_block3_","11_Vowel_block3_",1537.375,-871.375,"close","-0.5","0.5"
